city,topic,中立,反対,賛成,選挙区
文京区,在宅医療の推進,2.0,0.0,11.0,10区
文京区,介護人材の確保,8.0,4.0,1.0,10区
文京区,医療費の持続可能性確保,0.0,7.0,6.0,10区
文京区,サイバーセキュリティの強化,6.0,3.0,4.0,10区
文京区,電子政府（e-Government）の推進,3.0,6.0,4.0,10区
新宿区,外国人労働者の受け入れ拡大,0.0,18.0,10.0,1区
新宿区,子育て支援の充実,9.0,1.0,18.0,1区
新宿区,インフラ投資の強化,1.0,13.0,14.0,1区
新宿区,イノベーションの促進,0.0,11.0,17.0,1区
新宿区,防衛力の強化,18.0,5.0,5.0,1区
新宿区,憲法９条の改正,0.0,15.0,13.0,1区
新宿区,再生可能エネルギーの導入促進,3.0,3.0,22.0,1区
新宿区,エネルギー安全保障の確保,2.0,19.0,7.0,1区
新宿区,日米同盟の廃止,10.0,15.0,3.0,1区
新宿区,教育格差の是正,7.0,3.0,18.0,1区
新宿区,地域資源の活用,1.0,10.0,17.0,1区
新宿区,働き方の多様化,1.0,9.0,18.0,1区
新宿区,労働法制の整備,6.0,4.0,18.0,1区
新宿区,在宅医療の推進,5.0,0.0,23.0,1区
新宿区,介護人材の確保,13.0,4.0,11.0,1区
新宿区,医療費の持続可能性確保,4.0,17.0,7.0,1区
新宿区,サイバーセキュリティの強化,17.0,3.0,8.0,1区
新宿区,電子政府（e-Government）の推進,9.0,16.0,3.0,1区
新島村,外国人労働者の受け入れ拡大,0.0,1.0,0.0,
新島村,子育て支援の充実,1.0,0.0,0.0,
新島村,インフラ投資の強化,0.0,1.0,0.0,
新島村,イノベーションの促進,0.0,1.0,0.0,
新島村,防衛力の強化,0.0,1.0,0.0,
新島村,憲法９条の改正,0.0,0.0,1.0,
新島村,再生可能エネルギーの導入促進,0.0,0.0,1.0,
新島村,エネルギー安全保障の確保,0.0,0.0,1.0,
新島村,日米同盟の廃止,0.0,1.0,0.0,
新島村,教育格差の是正,0.0,0.0,1.0,
新島村,地域資源の活用,0.0,1.0,0.0,
新島村,働き方の多様化,0.0,1.0,0.0,
新島村,労働法制の整備,0.0,0.0,1.0,
新島村,在宅医療の推進,0.0,1.0,0.0,
新島村,介護人材の確保,1.0,0.0,0.0,
新島村,医療費の持続可能性確保,0.0,1.0,0.0,
新島村,サイバーセキュリティの強化,1.0,0.0,0.0,
新島村,電子政府（e-Government）の推進,0.0,1.0,0.0,
日野市,外国人労働者の受け入れ拡大,2.0,12.0,16.0,21区
日野市,子育て支援の充実,14.0,0.0,16.0,21区
日野市,インフラ投資の強化,2.0,16.0,12.0,21区
日野市,イノベーションの促進,1.0,10.0,19.0,21区
日野市,防衛力の強化,15.0,8.0,7.0,21区
日野市,憲法９条の改正,3.0,18.0,9.0,21区
日野市,再生可能エネルギーの導入促進,4.0,7.0,19.0,21区
日野市,エネルギー安全保障の確保,5.0,22.0,3.0,21区
日野市,日米同盟の廃止,12.0,15.0,3.0,21区
日野市,教育格差の是正,15.0,4.0,11.0,21区
日野市,地域資源の活用,3.0,12.0,15.0,21区
日野市,働き方の多様化,1.0,11.0,18.0,21区
日野市,労働法制の整備,9.0,3.0,18.0,21区
日野市,在宅医療の推進,6.0,1.0,23.0,21区
日野市,介護人材の確保,19.0,7.0,4.0,21区
日野市,医療費の持続可能性確保,5.0,16.0,9.0,21区
日野市,サイバーセキュリティの強化,23.0,2.0,5.0,21区
日野市,電子政府（e-Government）の推進,8.0,21.0,1.0,21区
昭島市,外国人労働者の受け入れ拡大,2.0,8.0,12.0,25区
昭島市,子育て支援の充実,8.0,3.0,11.0,25区
昭島市,インフラ投資の強化,2.0,9.0,11.0,25区
昭島市,イノベーションの促進,0.0,5.0,17.0,25区
昭島市,防衛力の強化,11.0,6.0,5.0,25区
昭島市,憲法９条の改正,1.0,12.0,9.0,25区
昭島市,再生可能エネルギーの導入促進,4.0,3.0,15.0,25区
昭島市,エネルギー安全保障の確保,7.0,12.0,3.0,25区
昭島市,日米同盟の廃止,11.0,10.0,1.0,25区
昭島市,教育格差の是正,8.0,4.0,10.0,25区
昭島市,地域資源の活用,1.0,5.0,16.0,25区
昭島市,働き方の多様化,1.0,13.0,8.0,25区
昭島市,労働法制の整備,4.0,2.0,16.0,25区
昭島市,在宅医療の推進,5.0,1.0,16.0,25区
昭島市,介護人材の確保,10.0,5.0,7.0,25区
昭島市,医療費の持続可能性確保,2.0,12.0,8.0,25区
昭島市,サイバーセキュリティの強化,13.0,4.0,5.0,25区
昭島市,電子政府（e-Government）の推進,6.0,11.0,5.0,25区
杉並区,外国人労働者の受け入れ拡大,1.0,11.0,15.0,8区
杉並区,外国人労働者の受け入れ拡大,1.0,11.0,15.0,27区
杉並区,子育て支援の充実,7.0,4.0,16.0,8区
杉並区,子育て支援の充実,7.0,4.0,16.0,27区
杉並区,インフラ投資の強化,0.0,12.0,15.0,8区
杉並区,インフラ投資の強化,0.0,12.0,15.0,27区
杉並区,イノベーションの促進,1.0,9.0,17.0,8区
杉並区,イノベーションの促進,1.0,9.0,17.0,27区
杉並区,防衛力の強化,16.0,3.0,8.0,8区
杉並区,防衛力の強化,16.0,3.0,8.0,27区
杉並区,憲法９条の改正,1.0,18.0,8.0,8区
杉並区,憲法９条の改正,1.0,18.0,8.0,27区
杉並区,再生可能エネルギーの導入促進,5.0,5.0,17.0,8区
杉並区,再生可能エネルギーの導入促進,5.0,5.0,17.0,27区
杉並区,エネルギー安全保障の確保,7.0,18.0,2.0,8区
杉並区,エネルギー安全保障の確保,7.0,18.0,2.0,27区
杉並区,日米同盟の廃止,8.0,17.0,2.0,8区
杉並区,日米同盟の廃止,8.0,17.0,2.0,27区
杉並区,教育格差の是正,10.0,7.0,10.0,8区
杉並区,教育格差の是正,10.0,7.0,10.0,27区
杉並区,地域資源の活用,1.0,4.0,22.0,8区
杉並区,地域資源の活用,1.0,4.0,22.0,27区
杉並区,働き方の多様化,0.0,11.0,16.0,8区
杉並区,働き方の多様化,0.0,11.0,16.0,27区
杉並区,労働法制の整備,7.0,1.0,19.0,8区
杉並区,労働法制の整備,7.0,1.0,19.0,27区
杉並区,在宅医療の推進,7.0,1.0,19.0,8区
杉並区,在宅医療の推進,7.0,1.0,19.0,27区
杉並区,介護人材の確保,13.0,10.0,4.0,8区
杉並区,介護人材の確保,13.0,10.0,4.0,27区
杉並区,医療費の持続可能性確保,7.0,12.0,8.0,8区
杉並区,医療費の持続可能性確保,7.0,12.0,8.0,27区
杉並区,サイバーセキュリティの強化,19.0,0.0,8.0,8区
杉並区,サイバーセキュリティの強化,19.0,0.0,8.0,27区
杉並区,電子政府（e-Government）の推進,9.0,15.0,3.0,8区
杉並区,電子政府（e-Government）の推進,9.0,15.0,3.0,27区
東久留米市,外国人労働者の受け入れ拡大,2.0,5.0,11.0,20区
東久留米市,子育て支援の充実,9.0,2.0,7.0,20区
東久留米市,インフラ投資の強化,2.0,6.0,10.0,20区
東久留米市,イノベーションの促進,0.0,6.0,12.0,20区
東久留米市,防衛力の強化,11.0,1.0,6.0,20区
東久留米市,憲法９条の改正,0.0,8.0,10.0,20区
東久留米市,再生可能エネルギーの導入促進,4.0,3.0,11.0,20区
東久留米市,エネルギー安全保障の確保,1.0,13.0,4.0,20区
東久留米市,日米同盟の廃止,9.0,8.0,1.0,20区
東久留米市,教育格差の是正,7.0,4.0,7.0,20区
東久留米市,地域資源の活用,3.0,6.0,9.0,20区
東久留米市,働き方の多様化,0.0,9.0,9.0,20区
東久留米市,労働法制の整備,6.0,0.0,12.0,20区
東久留米市,在宅医療の推進,5.0,1.0,12.0,20区
東久留米市,介護人材の確保,6.0,6.0,6.0,20区
東久留米市,医療費の持続可能性確保,2.0,10.0,6.0,20区
東久留米市,サイバーセキュリティの強化,11.0,1.0,6.0,20区
東久留米市,電子政府（e-Government）の推進,4.0,14.0,0.0,20区
東大和市,外国人労働者の受け入れ拡大,2.0,7.0,8.0,20区
東大和市,子育て支援の充実,8.0,1.0,8.0,20区
東大和市,インフラ投資の強化,2.0,10.0,5.0,20区
東大和市,イノベーションの促進,1.0,6.0,10.0,20区
東大和市,防衛力の強化,5.0,7.0,5.0,20区
東大和市,憲法９条の改正,0.0,11.0,6.0,20区
東大和市,再生可能エネルギーの導入促進,2.0,1.0,14.0,20区
東大和市,エネルギー安全保障の確保,5.0,11.0,1.0,20区
東大和市,日米同盟の廃止,8.0,7.0,2.0,20区
東大和市,教育格差の是正,3.0,6.0,8.0,20区
東大和市,地域資源の活用,2.0,7.0,8.0,20区
東大和市,働き方の多様化,1.0,7.0,9.0,20区
東大和市,労働法制の整備,6.0,1.0,10.0,20区
東大和市,在宅医療の推進,3.0,0.0,14.0,20区
東大和市,介護人材の確保,9.0,2.0,6.0,20区
東大和市,医療費の持続可能性確保,1.0,11.0,5.0,20区
東大和市,サイバーセキュリティの強化,10.0,1.0,6.0,20区
東大和市,電子政府（e-Government）の推進,4.0,10.0,3.0,20区
東村山市,外国人労働者の受け入れ拡大,1.0,1.0,6.0,20区
東村山市,子育て支援の充実,4.0,0.0,4.0,20区
東村山市,インフラ投資の強化,1.0,4.0,3.0,20区
東村山市,イノベーションの促進,0.0,2.0,6.0,20区
東村山市,防衛力の強化,4.0,3.0,1.0,20区
東村山市,憲法９条の改正,0.0,2.0,6.0,20区
東村山市,再生可能エネルギーの導入促進,1.0,0.0,7.0,20区
東村山市,エネルギー安全保障の確保,0.0,8.0,0.0,20区
東村山市,日米同盟の廃止,2.0,4.0,2.0,20区
東村山市,教育格差の是正,3.0,1.0,4.0,20区
東村山市,地域資源の活用,1.0,1.0,6.0,20区
東村山市,働き方の多様化,0.0,4.0,4.0,20区
東村山市,労働法制の整備,2.0,4.0,2.0,20区
東村山市,在宅医療の推進,2.0,1.0,5.0,20区
東村山市,介護人材の確保,6.0,2.0,0.0,20区
東村山市,医療費の持続可能性確保,1.0,5.0,2.0,20区
東村山市,サイバーセキュリティの強化,5.0,1.0,2.0,20区
東村山市,電子政府（e-Government）の推進,3.0,5.0,0.0,20区
板橋区,外国人労働者の受け入れ拡大,4.0,15.0,13.0,11区
板橋区,外国人労働者の受け入れ拡大,4.0,15.0,13.0,12区
板橋区,子育て支援の充実,10.0,4.0,18.0,11区
板橋区,子育て支援の充実,10.0,4.0,18.0,12区
板橋区,インフラ投資の強化,0.0,18.0,14.0,11区
板橋区,インフラ投資の強化,0.0,18.0,14.0,12区
板橋区,イノベーションの促進,0.0,12.0,20.0,11区
板橋区,イノベーションの促進,0.0,12.0,20.0,12区
板橋区,防衛力の強化,14.0,7.0,11.0,11区
板橋区,防衛力の強化,14.0,7.0,11.0,12区
板橋区,憲法９条の改正,2.0,17.0,13.0,11区
板橋区,憲法９条の改正,2.0,17.0,13.0,12区
板橋区,再生可能エネルギーの導入促進,4.0,2.0,26.0,11区
板橋区,再生可能エネルギーの導入促進,4.0,2.0,26.0,12区
板橋区,エネルギー安全保障の確保,5.0,22.0,5.0,11区
板橋区,エネルギー安全保障の確保,5.0,22.0,5.0,12区
板橋区,日米同盟の廃止,12.0,17.0,3.0,11区
板橋区,日米同盟の廃止,12.0,17.0,3.0,12区
板橋区,教育格差の是正,13.0,3.0,16.0,11区
板橋区,教育格差の是正,13.0,3.0,16.0,12区
板橋区,地域資源の活用,4.0,15.0,13.0,11区
板橋区,地域資源の活用,4.0,15.0,13.0,12区
板橋区,働き方の多様化,1.0,14.0,17.0,11区
板橋区,働き方の多様化,1.0,14.0,17.0,12区
板橋区,労働法制の整備,7.0,2.0,23.0,11区
板橋区,労働法制の整備,7.0,2.0,23.0,12区
板橋区,在宅医療の推進,6.0,0.0,26.0,11区
板橋区,在宅医療の推進,6.0,0.0,26.0,12区
板橋区,介護人材の確保,13.0,13.0,6.0,11区
板橋区,介護人材の確保,13.0,13.0,6.0,12区
板橋区,医療費の持続可能性確保,4.0,17.0,11.0,11区
板橋区,医療費の持続可能性確保,4.0,17.0,11.0,12区
板橋区,サイバーセキュリティの強化,26.0,3.0,3.0,11区
板橋区,サイバーセキュリティの強化,26.0,3.0,3.0,12区
板橋区,電子政府（e-Government）の推進,6.0,20.0,6.0,11区
板橋区,電子政府（e-Government）の推進,6.0,20.0,6.0,12区
武蔵村山市,外国人労働者の受け入れ拡大,0.0,4.0,7.0,20区
武蔵村山市,子育て支援の充実,4.0,0.0,7.0,20区
武蔵村山市,インフラ投資の強化,1.0,5.0,5.0,20区
武蔵村山市,イノベーションの促進,0.0,3.0,8.0,20区
武蔵村山市,防衛力の強化,3.0,3.0,5.0,20区
武蔵村山市,憲法９条の改正,0.0,8.0,3.0,20区
武蔵村山市,再生可能エネルギーの導入促進,1.0,3.0,7.0,20区
武蔵村山市,エネルギー安全保障の確保,2.0,4.0,5.0,20区
武蔵村山市,日米同盟の廃止,5.0,6.0,0.0,20区
武蔵村山市,教育格差の是正,3.0,3.0,5.0,20区
武蔵村山市,地域資源の活用,2.0,5.0,4.0,20区
武蔵村山市,働き方の多様化,1.0,5.0,5.0,20区
武蔵村山市,労働法制の整備,5.0,0.0,6.0,20区
武蔵村山市,在宅医療の推進,3.0,0.0,8.0,20区
武蔵村山市,介護人材の確保,6.0,2.0,3.0,20区
武蔵村山市,医療費の持続可能性確保,3.0,4.0,4.0,20区
武蔵村山市,サイバーセキュリティの強化,8.0,0.0,3.0,20区
武蔵村山市,電子政府（e-Government）の推進,5.0,4.0,2.0,20区
武蔵野市,外国人労働者の受け入れ拡大,0.0,4.0,4.0,18区
武蔵野市,子育て支援の充実,2.0,0.0,6.0,18区
武蔵野市,インフラ投資の強化,3.0,2.0,3.0,18区
武蔵野市,イノベーションの促進,0.0,3.0,5.0,18区
武蔵野市,防衛力の強化,5.0,2.0,1.0,18区
武蔵野市,憲法９条の改正,1.0,6.0,1.0,18区
武蔵野市,再生可能エネルギーの導入促進,0.0,1.0,7.0,18区
武蔵野市,エネルギー安全保障の確保,0.0,8.0,0.0,18区
武蔵野市,日米同盟の廃止,4.0,3.0,1.0,18区
武蔵野市,教育格差の是正,1.0,3.0,4.0,18区
武蔵野市,地域資源の活用,1.0,2.0,5.0,18区
武蔵野市,働き方の多様化,0.0,2.0,6.0,18区
武蔵野市,労働法制の整備,2.0,0.0,6.0,18区
武蔵野市,在宅医療の推進,3.0,0.0,5.0,18区
武蔵野市,介護人材の確保,6.0,0.0,2.0,18区
武蔵野市,医療費の持続可能性確保,1.0,6.0,1.0,18区
武蔵野市,サイバーセキュリティの強化,5.0,2.0,1.0,18区
武蔵野市,電子政府（e-Government）の推進,3.0,5.0,0.0,18区
江戸川区,外国人労働者の受け入れ拡大,5.0,13.0,26.0,14区
江戸川区,外国人労働者の受け入れ拡大,5.0,13.0,26.0,16区
江戸川区,子育て支援の充実,11.0,8.0,25.0,14区
江戸川区,子育て支援の充実,11.0,8.0,25.0,16区
江戸川区,インフラ投資の強化,3.0,24.0,17.0,14区
江戸川区,インフラ投資の強化,3.0,24.0,17.0,16区
江戸川区,イノベーションの促進,1.0,14.0,29.0,14区
江戸川区,イノベーションの促進,1.0,14.0,29.0,16区
江戸川区,防衛力の強化,23.0,14.0,7.0,14区
江戸川区,防衛力の強化,23.0,14.0,7.0,16区
江戸川区,憲法９条の改正,1.0,30.0,13.0,14区
江戸川区,憲法９条の改正,1.0,30.0,13.0,16区
江戸川区,再生可能エネルギーの導入促進,6.0,3.0,35.0,14区
江戸川区,再生可能エネルギーの導入促進,6.0,3.0,35.0,16区
江戸川区,エネルギー安全保障の確保,6.0,30.0,8.0,14区
江戸川区,エネルギー安全保障の確保,6.0,30.0,8.0,16区
江戸川区,日米同盟の廃止,17.0,25.0,2.0,14区
江戸川区,日米同盟の廃止,17.0,25.0,2.0,16区
江戸川区,教育格差の是正,18.0,7.0,19.0,14区
江戸川区,教育格差の是正,18.0,7.0,19.0,16区
江戸川区,地域資源の活用,3.0,13.0,28.0,14区
江戸川区,地域資源の活用,3.0,13.0,28.0,16区
江戸川区,働き方の多様化,1.0,22.0,21.0,14区
江戸川区,働き方の多様化,1.0,22.0,21.0,16区
江戸川区,労働法制の整備,11.0,6.0,27.0,14区
江戸川区,労働法制の整備,11.0,6.0,27.0,16区
江戸川区,在宅医療の推進,11.0,2.0,31.0,14区
江戸川区,在宅医療の推進,11.0,2.0,31.0,16区
江戸川区,介護人材の確保,14.0,18.0,12.0,14区
江戸川区,介護人材の確保,14.0,18.0,12.0,16区
江戸川区,医療費の持続可能性確保,6.0,20.0,18.0,14区
江戸川区,医療費の持続可能性確保,6.0,20.0,18.0,16区
江戸川区,サイバーセキュリティの強化,26.0,4.0,14.0,14区
江戸川区,サイバーセキュリティの強化,26.0,4.0,14.0,16区
江戸川区,電子政府（e-Government）の推進,15.0,26.0,3.0,14区
江戸川区,電子政府（e-Government）の推進,15.0,26.0,3.0,16区
江東区,外国人労働者の受け入れ拡大,2.0,19.0,16.0,15区
江東区,子育て支援の充実,13.0,3.0,21.0,15区
江東区,インフラ投資の強化,2.0,23.0,12.0,15区
江東区,イノベーションの促進,0.0,10.0,27.0,15区
江東区,防衛力の強化,21.0,6.0,10.0,15区
江東区,憲法９条の改正,1.0,30.0,6.0,15区
江東区,再生可能エネルギーの導入促進,4.0,6.0,27.0,15区
江東区,エネルギー安全保障の確保,4.0,31.0,2.0,15区
江東区,日米同盟の廃止,15.0,20.0,2.0,15区
江東区,教育格差の是正,10.0,7.0,20.0,15区
江東区,地域資源の活用,3.0,10.0,24.0,15区
江東区,働き方の多様化,1.0,16.0,20.0,15区
江東区,労働法制の整備,9.0,7.0,21.0,15区
江東区,在宅医療の推進,8.0,0.0,29.0,15区
江東区,介護人材の確保,18.0,10.0,9.0,15区
江東区,医療費の持続可能性確保,3.0,17.0,17.0,15区
江東区,サイバーセキュリティの強化,23.0,5.0,9.0,15区
江東区,電子政府（e-Government）の推進,10.0,23.0,4.0,15区
清瀬市,外国人労働者の受け入れ拡大,0.0,5.0,2.0,20区
清瀬市,子育て支援の充実,4.0,0.0,3.0,20区
清瀬市,インフラ投資の強化,1.0,3.0,3.0,20区
清瀬市,イノベーションの促進,1.0,3.0,3.0,20区
清瀬市,防衛力の強化,5.0,2.0,0.0,20区
清瀬市,憲法９条の改正,0.0,4.0,3.0,20区
清瀬市,再生可能エネルギーの導入促進,0.0,0.0,7.0,20区
清瀬市,エネルギー安全保障の確保,1.0,6.0,0.0,20区
清瀬市,日米同盟の廃止,2.0,2.0,3.0,20区
清瀬市,教育格差の是正,4.0,2.0,1.0,20区
清瀬市,地域資源の活用,1.0,1.0,5.0,20区
清瀬市,働き方の多様化,0.0,4.0,3.0,20区
清瀬市,労働法制の整備,0.0,1.0,6.0,20区
清瀬市,在宅医療の推進,1.0,0.0,6.0,20区
清瀬市,介護人材の確保,4.0,0.0,3.0,20区
清瀬市,医療費の持続可能性確保,2.0,3.0,2.0,20区
清瀬市,サイバーセキュリティの強化,4.0,0.0,3.0,20区
清瀬市,電子政府（e-Government）の推進,3.0,3.0,1.0,20区
渋谷区,外国人労働者の受け入れ拡大,0.0,8.0,9.0,7区
渋谷区,子育て支援の充実,5.0,1.0,11.0,7区
渋谷区,インフラ投資の強化,1.0,10.0,6.0,7区
渋谷区,イノベーションの促進,0.0,5.0,12.0,7区
渋谷区,防衛力の強化,9.0,5.0,3.0,7区
渋谷区,憲法９条の改正,0.0,13.0,4.0,7区
渋谷区,再生可能エネルギーの導入促進,1.0,1.0,15.0,7区
渋谷区,エネルギー安全保障の確保,5.0,12.0,0.0,7区
渋谷区,日米同盟の廃止,3.0,13.0,1.0,7区
渋谷区,教育格差の是正,6.0,6.0,5.0,7区
渋谷区,地域資源の活用,1.0,6.0,10.0,7区
渋谷区,働き方の多様化,0.0,5.0,12.0,7区
渋谷区,労働法制の整備,3.0,1.0,13.0,7区
渋谷区,在宅医療の推進,5.0,1.0,11.0,7区
渋谷区,介護人材の確保,7.0,6.0,4.0,7区
渋谷区,医療費の持続可能性確保,1.0,9.0,7.0,7区
渋谷区,サイバーセキュリティの強化,10.0,0.0,7.0,7区
渋谷区,電子政府（e-Government）の推進,3.0,13.0,1.0,7区
港区,外国人労働者の受け入れ拡大,3.0,6.0,12.0,7区
港区,子育て支援の充実,5.0,2.0,14.0,7区
港区,インフラ投資の強化,1.0,12.0,8.0,7区
港区,イノベーションの促進,0.0,8.0,13.0,7区
港区,防衛力の強化,14.0,2.0,5.0,7区
港区,憲法９条の改正,1.0,13.0,7.0,7区
港区,再生可能エネルギーの導入促進,2.0,3.0,16.0,7区
港区,エネルギー安全保障の確保,2.0,17.0,2.0,7区
港区,日米同盟の廃止,8.0,12.0,1.0,7区
港区,教育格差の是正,11.0,3.0,7.0,7区
港区,地域資源の活用,2.0,7.0,12.0,7区
港区,働き方の多様化,2.0,11.0,8.0,7区
港区,労働法制の整備,5.0,1.0,15.0,7区
港区,在宅医療の推進,3.0,0.0,18.0,7区
港区,介護人材の確保,7.0,7.0,7.0,7区
港区,医療費の持続可能性確保,4.0,11.0,6.0,7区
港区,サイバーセキュリティの強化,12.0,2.0,7.0,7区
港区,電子政府（e-Government）の推進,4.0,16.0,1.0,7区
狛江市,外国人労働者の受け入れ拡大,0.0,4.0,5.0,22区
狛江市,子育て支援の充実,4.0,2.0,3.0,22区
狛江市,インフラ投資の強化,0.0,6.0,3.0,22区
狛江市,イノベーションの促進,0.0,3.0,6.0,22区
狛江市,防衛力の強化,4.0,2.0,3.0,22区
狛江市,憲法９条の改正,0.0,7.0,2.0,22区
狛江市,再生可能エネルギーの導入促進,0.0,1.0,8.0,22区
狛江市,エネルギー安全保障の確保,1.0,6.0,2.0,22区
狛江市,日米同盟の廃止,4.0,3.0,2.0,22区
狛江市,教育格差の是正,0.0,2.0,7.0,22区
狛江市,地域資源の活用,0.0,3.0,6.0,22区
狛江市,働き方の多様化,0.0,6.0,3.0,22区
狛江市,労働法制の整備,3.0,1.0,5.0,22区
狛江市,在宅医療の推進,2.0,0.0,7.0,22区
狛江市,介護人材の確保,6.0,3.0,0.0,22区
狛江市,医療費の持続可能性確保,1.0,5.0,3.0,22区
狛江市,サイバーセキュリティの強化,7.0,0.0,2.0,22区
狛江市,電子政府（e-Government）の推進,2.0,6.0,1.0,22区
町田市,外国人労働者の受け入れ拡大,5.0,18.0,18.0,23区
町田市,子育て支援の充実,13.0,5.0,23.0,23区
町田市,インフラ投資の強化,2.0,20.0,19.0,23区
町田市,イノベーションの促進,1.0,15.0,25.0,23区
町田市,防衛力の強化,18.0,15.0,8.0,23区
町田市,憲法９条の改正,1.0,31.0,9.0,23区
町田市,再生可能エネルギーの導入促進,7.0,7.0,27.0,23区
町田市,エネルギー安全保障の確保,5.0,28.0,8.0,23区
町田市,日米同盟の廃止,15.0,25.0,1.0,23区
町田市,教育格差の是正,13.0,10.0,18.0,23区
町田市,地域資源の活用,4.0,14.0,23.0,23区
町田市,働き方の多様化,2.0,18.0,21.0,23区
町田市,労働法制の整備,11.0,2.0,28.0,23区
町田市,在宅医療の推進,6.0,0.0,35.0,23区
町田市,介護人材の確保,17.0,15.0,9.0,23区
町田市,医療費の持続可能性確保,11.0,15.0,15.0,23区
町田市,サイバーセキュリティの強化,24.0,4.0,13.0,23区
町田市,電子政府（e-Government）の推進,14.0,26.0,1.0,23区
目黒区,外国人労働者の受け入れ拡大,1.0,9.0,6.0,26区
目黒区,子育て支援の充実,5.0,2.0,9.0,26区
目黒区,インフラ投資の強化,1.0,11.0,4.0,26区
目黒区,イノベーションの促進,0.0,7.0,9.0,26区
目黒区,防衛力の強化,9.0,2.0,5.0,26区
目黒区,憲法９条の改正,0.0,11.0,5.0,26区
目黒区,再生可能エネルギーの導入促進,2.0,3.0,11.0,26区
目黒区,エネルギー安全保障の確保,2.0,14.0,0.0,26区
目黒区,日米同盟の廃止,4.0,12.0,0.0,26区
目黒区,教育格差の是正,4.0,4.0,8.0,26区
目黒区,地域資源の活用,1.0,4.0,11.0,26区
目黒区,働き方の多様化,1.0,7.0,8.0,26区
目黒区,労働法制の整備,4.0,4.0,8.0,26区
目黒区,在宅医療の推進,2.0,1.0,13.0,26区
目黒区,介護人材の確保,8.0,6.0,2.0,26区
目黒区,医療費の持続可能性確保,1.0,8.0,7.0,26区
目黒区,サイバーセキュリティの強化,11.0,0.0,5.0,26区
目黒区,電子政府（e-Government）の推進,5.0,10.0,1.0,26区
神津島村,外国人労働者の受け入れ拡大,0.0,3.0,3.0,
神津島村,子育て支援の充実,2.0,3.0,1.0,
神津島村,インフラ投資の強化,0.0,3.0,3.0,
神津島村,イノベーションの促進,0.0,2.0,4.0,
神津島村,防衛力の強化,5.0,0.0,1.0,
神津島村,憲法９条の改正,0.0,5.0,1.0,
神津島村,再生可能エネルギーの導入促進,0.0,1.0,5.0,
神津島村,エネルギー安全保障の確保,1.0,4.0,1.0,
神津島村,日米同盟の廃止,2.0,3.0,1.0,
神津島村,教育格差の是正,2.0,3.0,1.0,
神津島村,地域資源の活用,0.0,4.0,2.0,
神津島村,働き方の多様化,0.0,1.0,5.0,
神津島村,労働法制の整備,2.0,1.0,3.0,
神津島村,在宅医療の推進,0.0,0.0,6.0,
神津島村,介護人材の確保,3.0,3.0,0.0,
神津島村,医療費の持続可能性確保,1.0,5.0,0.0,
神津島村,サイバーセキュリティの強化,4.0,1.0,1.0,
神津島村,電子政府（e-Government）の推進,2.0,3.0,1.0,
福生市,外国人労働者の受け入れ拡大,0.0,1.0,1.0,25区
福生市,子育て支援の充実,0.0,0.0,2.0,25区
福生市,インフラ投資の強化,0.0,1.0,1.0,25区
福生市,イノベーションの促進,0.0,1.0,1.0,25区
福生市,防衛力の強化,1.0,1.0,0.0,25区
福生市,憲法９条の改正,1.0,0.0,1.0,25区
福生市,再生可能エネルギーの導入促進,0.0,0.0,2.0,25区
福生市,エネルギー安全保障の確保,1.0,1.0,0.0,25区
福生市,日米同盟の廃止,1.0,1.0,0.0,25区
福生市,教育格差の是正,0.0,0.0,2.0,25区
福生市,地域資源の活用,0.0,0.0,2.0,25区
福生市,働き方の多様化,0.0,0.0,2.0,25区
福生市,労働法制の整備,1.0,0.0,1.0,25区
福生市,在宅医療の推進,0.0,0.0,2.0,25区
福生市,介護人材の確保,2.0,0.0,0.0,25区
福生市,医療費の持続可能性確保,0.0,1.0,1.0,25区
福生市,サイバーセキュリティの強化,2.0,0.0,0.0,25区
福生市,電子政府（e-Government）の推進,0.0,1.0,1.0,25区
稲城市,外国人労働者の受け入れ拡大,1.0,3.0,4.0,30区
稲城市,子育て支援の充実,2.0,1.0,5.0,30区
稲城市,インフラ投資の強化,0.0,3.0,5.0,30区
稲城市,イノベーションの促進,0.0,4.0,4.0,30区
稲城市,防衛力の強化,4.0,4.0,0.0,30区
稲城市,憲法９条の改正,1.0,2.0,5.0,30区
稲城市,再生可能エネルギーの導入促進,0.0,1.0,7.0,30区
稲城市,エネルギー安全保障の確保,2.0,5.0,1.0,30区
稲城市,日米同盟の廃止,0.0,8.0,0.0,30区
稲城市,教育格差の是正,1.0,0.0,7.0,30区
稲城市,地域資源の活用,0.0,2.0,6.0,30区
稲城市,働き方の多様化,0.0,3.0,5.0,30区
稲城市,労働法制の整備,0.0,2.0,6.0,30区
稲城市,在宅医療の推進,1.0,0.0,7.0,30区
稲城市,介護人材の確保,3.0,1.0,4.0,30区
稲城市,医療費の持続可能性確保,1.0,7.0,0.0,30区
稲城市,サイバーセキュリティの強化,5.0,1.0,2.0,30区
稲城市,電子政府（e-Government）の推進,1.0,6.0,1.0,30区
立川市,外国人労働者の受け入れ拡大,3.0,1.0,9.0,21区
立川市,子育て支援の充実,5.0,1.0,7.0,21区
立川市,インフラ投資の強化,1.0,8.0,4.0,21区
立川市,イノベーションの促進,0.0,3.0,10.0,21区
立川市,防衛力の強化,6.0,2.0,5.0,21区
